839634 function calls (824339 primitive calls) in 5.640 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.004    0.004 colorable.py:10(<module>)
     1572    0.001    0.000    0.004    0.000 re.py:170(match)
        1    0.000    0.000    0.004    0.004 pdb.py:66(<module>)
     1245    0.001    0.000    0.004    0.000 ntpath.py:67(isabs)
        1    0.000    0.000    0.004    0.004 osm.py:29(OSMagics)
        1    0.000    0.000    0.004    0.004 mathtext.py:2837(<lambda>)
        2    0.000    0.000    0.004    0.002 _compatibility.py:4(<module>)
        2    0.000    0.000    0.004    0.002 axis.py:2051(_update_label_position)
        1    0.000    0.000    0.004    0.004 mathtext.py:2838(<listcomp>)
       16    0.000    0.000    0.004    0.000 ticker.py:2291(tick_values)
        2    0.000    0.000    0.004    0.002 path.py:4(<module>)
        1    0.000    0.000    0.004    0.004 polynomial.py:74(<module>)
       10    0.000    0.000    0.004    0.000 pyparsing.py:4229(__init__)
    32635    0.004    0.000    0.004    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.003    0.002 axis.py:2343(_update_label_position)
     7289    0.003    0.000    0.003    0.000 {method 'split' of 'str' objects}
    33/10    0.000    0.000    0.003    0.000 pyparsing.py:3721(leaveWhitespace)
        1    0.000    0.000    0.003    0.003 keywords.py:1(<module>)
     9765    0.003    0.000    0.003    0.000 sre_parse.py:233(__next)
        1    0.000    0.000    0.003    0.003 path.py:10(<module>)
        2    0.000    0.000    0.003    0.002 function_base.py:1(<module>)
        1    0.000    0.000    0.003    0.003 display.py:4(<module>)
        1    0.000    0.000    0.003    0.003 configurable.py:2(<module>)
        1    0.000    0.000    0.003    0.003 events.py:14(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:139(__getattr__)
        1    0.000    0.000    0.003    0.003 __init__.py:37(_load_formatters)
   264/11    0.001    0.000    0.003    0.000 pyparsing.py:1347(_parseNoCache)
        1    0.000    0.000    0.003    0.003 npyio.py:1(<module>)
        1    0.000    0.000    0.003    0.003 animation.py:19(<module>)
    63/11    0.000    0.000    0.003    0.000 pyparsing.py:3375(parseImpl)
       16    0.001    0.000    0.003    0.000 ticker.py:2227(_raw_ticks)
      695    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:318(__exit__)
        1    0.000    0.000    0.003    0.003 __init__.py:97(<module>)
      239    0.000    0.000    0.003    0.000 rcsetup.py:353(validate_color_for_prop_cycle)
       35    0.000    0.000    0.003    0.000 argparse.py:495(_format_action)
      306    0.000    0.000    0.003    0.000 sre_parse.py:96(closegroup)
      429    0.000    0.000    0.003    0.000 pyparsing.py:1144(copy)
        1    0.000    0.000    0.003    0.003 scimath.py:33(<module>)
3519/2900    0.002    0.000    0.003    0.000 artist.py:213(stale)
        1    0.000    0.000    0.003    0.003 pylab.py:2(<module>)
       12    0.000    0.000    0.003    0.000 enum.py:624(_convert)
      342    0.001    0.000    0.003    0.000 fromnumeric.py:70(_wrapreduction)
       64    0.000    0.000    0.003    0.000 rcsetup.py:106(<listcomp>)
     1052    0.003    0.000    0.003    0.000 {method 'search' of 're.Pattern' objects}
    21183    0.003    0.000    0.003    0.000 {method 'startswith' of 'str' objects}
      676    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
     1459    0.003    0.000    0.003    0.000 {built-in method _thread.allocate_lock}
    33166    0.003    0.000    0.003    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.003    0.003 legend.py:22(<module>)
        1    0.000    0.000    0.003    0.003 defchararray.py:17(<module>)
        1    0.000    0.000    0.003    0.003 ImagePalette.py:19(<module>)
        1    0.000    0.000    0.003    0.003 input.py:3(<module>)
        1    0.000    0.000    0.003    0.003 dbapi2.py:23(<module>)
        1    0.000    0.000    0.003    0.003 base_context.py:8(<module>)
        1    0.000    0.000    0.003    0.003 colors.py:913(_init)
        1    0.000    0.000    0.003    0.003 prefilter.py:7(<module>)
     1185    0.002    0.000    0.003    0.000 font_manager.py:1154(<listcomp>)
        1    0.000    0.000    0.003    0.003 colors.py:281(to_rgba_array)
        1    0.000    0.000    0.003    0.003 parser.py:1(<module>)
      430    0.001    0.000    0.003    0.000 copy.py:66(copy)
      114    0.001    0.000    0.003    0.000 font_manager.py:680(__init__)
       36    0.001    0.000    0.003    0.000 lines.py:650(recache)
        2    0.000    0.000    0.003    0.001 axis.py:2032(_get_tick_boxes_siblings)
       16    0.000    0.000    0.003    0.000 rcsetup.py:843(cycler)
     2749    0.003    0.000    0.003    0.000 {method 'expandtabs' of 'str' objects}
     1595    0.002    0.000    0.003    0.000 ntpath.py:122(splitdrive)
      103    0.000    0.000    0.003    0.000 text.py:168(update)
       73    0.000    0.000    0.003    0.000 transforms.py:1399(transform)
       12    0.000    0.000    0.003    0.000 patches.py:575(draw)
        2    0.000    0.000    0.003    0.001 axis.py:2324(_get_tick_boxes_siblings)
      638    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
        1    0.000    0.000    0.003    0.003 api.py:1(<module>)
    58/10    0.000    0.000    0.003    0.000 pyparsing.py:3266(leaveWhitespace)
    10735    0.002    0.000    0.003    0.000 mathtext.py:2839(<genexpr>)
     1564    0.001    0.000    0.003    0.000 colors.py:124(_is_nth_color)
        1    0.000    0.000    0.003    0.003 colors.py:341(<listcomp>)
        1    0.000    0.000    0.003    0.003 table.py:20(<module>)
       54    0.000    0.000    0.003    0.000 deprecation.py:333(_delete_parameter)
        1    0.000    0.000    0.003    0.003 history.py:2(<module>)
   121/59    0.000    0.000    0.003    0.000 pyparsing.py:3341(copy)
        1    0.000    0.000    0.003    0.003 execution.py:166(ExecutionMagics)
      624    0.001    0.000    0.003    0.000 _inspect.py:96(getargspec)
       88    0.000    0.000    0.003    0.000 traitlets.py:722(__new__)
       56    0.000    0.000    0.003    0.000 __init__.py:774(_open_file_or_url)
      480    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
       18    0.000    0.000    0.003    0.000 rcsetup.py:437(validate_font_properties)
      280    0.000    0.000    0.003    0.000 function_base.py:475(add_newdoc)
        1    0.000    0.000    0.003    0.003 tokenize.py:11(<module>)
        1    0.000    0.000    0.003    0.003 _add_newdocs.py:10(<module>)
        9    0.000    0.000    0.003    0.000 fontconfig_pattern.py:119(parse)
        1    0.000    0.000    0.003    0.003 history.py:36(HistoryMagics)
     4264    0.001    0.000    0.003    0.000 abc.py:137(__instancecheck__)
        1    0.000    0.000    0.003    0.003 colors.py:66(<module>)
        1    0.000    0.000    0.003    0.003 TiffImagePlugin.py:41(<module>)
      731    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:151(__exit__)
        1    0.000    0.000    0.003    0.003 from_pygments.py:8(<module>)
        1    0.000    0.000    0.003    0.003 cycler.py:41(<module>)
       34    0.000    0.000    0.003    0.000 argparse.py:626(_split_lines)
        1    0.000    0.000    0.003    0.003 html.py:10(<module>)
        8    0.000    0.000    0.003    0.000 axis.py:1281(get_majorticklocs)
        1    0.000    0.000    0.003    0.003 named_commands.py:5(<module>)
     1211    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:78(acquire)
        1    0.000    0.000    0.002    0.002 magic_arguments.py:45(<module>)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
     1211    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:103(release)
        1    0.000    0.000    0.002    0.002 security.py:3(<module>)
        1    0.000    0.000    0.002    0.002 _base.py:611(_init_axis)
       16    0.000    0.000    0.002    0.000 ticker.py:788(set_locs)
        1    0.000    0.000    0.002    0.002 __init__.py:27(<module>)
     6682    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        5    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(copyto)
        1    0.000    0.000    0.002    0.002 arguments.py:1(<module>)
       13    0.000    0.000    0.002    0.000 enum.py:386(_create_)
       32    0.002    0.000    0.002    0.000 {built-in method io.open}
       32    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(linspace)
        2    0.000    0.000    0.002    0.001 _base.py:3013(tick_params)
      110    0.000    0.000    0.002    0.000 markers.py:277(set_marker)
       32    0.001    0.000    0.002    0.000 function_base.py:23(linspace)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:29(<module>)
       34    0.000    0.000    0.002    0.000 textwrap.py:368(wrap)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
        1    0.000    0.000    0.002    0.002 script.py:1(<module>)
       11    0.000    0.000    0.002    0.000 pyparsing.py:2631(__init__)
        1    0.000    0.000    0.002    0.002 formatters.py:8(<module>)
        1    0.000    0.000    0.002    0.002 process.py:4(<module>)
       16    0.000    0.000    0.002    0.000 axis.py:754(_set_scale)
       34    0.000    0.000    0.002    0.000 textwrap.py:342(wrap)
      149    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(any)
        2    0.000    0.000    0.002    0.001 <__array_function__ internals>:2(ones_like)
    12815    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 page.py:11(<module>)
        2    0.000    0.000    0.002    0.001 numeric.py:217(ones_like)
       22    0.000    0.000    0.002    0.000 linecache.py:53(checkcache)
      704    0.000    0.000    0.002    0.000 {built-in method builtins.all}
       16    0.000    0.000    0.002    0.000 scale.py:106(set_default_locators_and_formatters)
        1    0.000    0.000    0.002    0.002 profiledir.py:2(<module>)
   121/59    0.000    0.000    0.002    0.000 pyparsing.py:3343(<listcomp>)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:62(__init__)
     6812    0.002    0.000    0.002    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
        1    0.000    0.000    0.002    0.002 pyplot.py:2138(_setup_pyplot_info_docstrings)
       39    0.000    0.000    0.002    0.000 text.py:1190(set_fontproperties)
       58    0.000    0.000    0.002    0.000 pyparsing.py:3270(<listcomp>)
      112    0.000    0.000    0.002    0.000 re.py:185(sub)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
     2842    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.002    0.002 filters.py:4(<module>)
        3    0.000    0.000    0.002    0.001 patches.py:1867(pprint_styles)
   134/81    0.000    0.000    0.002    0.000 transforms.py:2366(get_affine)
       11    0.000    0.000    0.002    0.000 argparse.py:295(_format_usage)
       73    0.000    0.000    0.002    0.000 transforms.py:2342(transform_affine)
    20028    0.002    0.000    0.002    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.002    0.002 tree.py:43(<module>)
        8    0.000    0.000    0.002    0.000 axis.py:1285(get_minorticklocs)
       20    0.000    0.000    0.002    0.000 pyparsing.py:3837(parseImpl)
        1    0.000    0.000    0.002    0.002 __init__.py:8(<module>)
        1    0.000    0.000    0.002    0.002 secrets.py:7(<module>)
       12    0.000    0.000    0.002    0.000 axis.py:770(cla)
        1    0.000    0.000    0.002    0.002 __init__.py:14(<module>)
        1    0.001    0.001    0.002    0.002 {method 'read' of '_io.TextIOWrapper' objects}
       10    0.000    0.000    0.002    0.000 axis.py:1345(_copy_tick_props)
       45    0.000    0.000    0.002    0.000 {method 'min' of 'numpy.ndarray' objects}
       11    0.000    0.000    0.002    0.000 magic_arguments.py:108(__init__)
      608    0.000    0.000    0.002    0.000 _asarray.py:23(asarray)
        1    0.000    0.000    0.002    0.002 queue.py:1(<module>)
       66    0.000    0.000    0.002    0.000 traceback.py:278(line)
       15    0.000    0.000    0.002    0.000 artist.py:723(set_clip_path)
        1    0.000    0.000    0.002    0.002 type_check.py:3(<module>)
       11    0.000    0.000    0.002    0.000 argparse.py:1619(__init__)
        1    0.000    0.000    0.002    0.002 pylab.py:37(PylabMagics)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4882(makeHTMLTags)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4853(_makeTags)
       31    0.000    0.000    0.002    0.000 patches.py:258(get_transform)
       45    0.000    0.000    0.002    0.000 _methods.py:41(_amin)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
        3    0.000    0.000    0.002    0.001 patches.py:1871(<listcomp>)
       12    0.001    0.000    0.002    0.000 artist.py:1273(<listcomp>)
       23    0.000    0.000    0.002    0.000 overrides.py:227(decorator)
        1    0.000    0.000    0.002    0.002 backend_agg.py:22(<module>)
        1    0.000    0.000    0.002    0.002 vi.py:2(<module>)
      638    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
     72/4    0.000    0.000    0.002    0.000 pyparsing.py:1520(_parseCache)
       66    0.000    0.000    0.002    0.000 linecache.py:15(getline)
      154    0.001    0.000    0.002    0.000 __init__.py:1682(normalize_kwargs)
     3102    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
      723    0.001    0.000    0.002    0.000 inspect.py:484(unwrap)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:1114(__iter__)
        1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap_external>:1101(_recalculate)
       16    0.000    0.000    0.002    0.000 ticker.py:260(format_ticks)
